sh601858	N科传	　9.85	+3.01	+44.006%	9.85	0.00	6.84	9.85	9.85	9.85	666	65.60	收藏	股吧
sz000782	美达股份	　12.27	+1.12	+10.045%	12.27	0.00	11.15	11.80	12.27	11.51	732,351	88,022.65	收藏	股吧
sh600425	青松建化	　5.26	+0.48	+10.042%	5.26	0.00	4.78	4.74	5.26	4.71	955,062	49,522.39	收藏	股吧
sh600610	中毅达	　10.74	+0.98	+10.041%	10.74	0.00	9.76	9.67	10.74	9.67	115,168	12,146.84	收藏	股吧
sz000619	海螺型材	　13.81	+1.26	+10.040%	13.81	0.00	12.55	12.40	13.81	12.33	144,272	19,318.86	收藏	股吧
sz300588	熙菱信息	　16.78	+1.53	+10.033%	16.78	0.00	15.25	16.78	16.78	16.78	200	33.60	收藏	股吧
sh603628	清源股份	　11.74	+1.07	+10.028%	11.74	0.00	10.67	11.74	11.74	11.74	553	64.94	收藏	股吧
sh600507	方大特钢	　8.12	+0.74	+10.027%	8.12	0.00	7.38	7.31	8.12	7.25	463,240	36,326.21	收藏	股吧
sh603689	皖天然气	　20.08	+1.83	+10.027%	20.08	0.00	18.25	19.41	20.08	18.58	392,891	76,717.46	收藏	股吧
sz300593	新雷能	　12.51	+1.14	+10.026%	12.51	0.00	11.37	12.51	12.51	12.51	34	4.31	收藏	股吧
sz000885	同力水泥	　19.76	+1.80	+10.022%	19.76	0.00	17.96	17.79	19.76	17.61	205,141	39,348.98	收藏	股吧
sz002302	西部建设	　10.43	+0.95	+10.021%	10.43	0.00	9.48	9.50	10.43	9.43	514,853	51,458.31	收藏	股吧
sh603186	华正新材	　22.07	+2.01	+10.020%	22.07	0.00	20.06	22.07	22.07	22.07	866	191.22	收藏	股吧
sh603266	天龙股份	　37.35	+3.40	+10.015%	37.35	0.00	33.95	37.35	37.35	37.35	691	258.00	收藏	股吧
sh603039	泛微网络	　28.57	+2.60	+10.012%	28.57	0.00	25.97	28.57	28.57	28.57	22	6.29	收藏	股吧
sz002748	世龙实业	　20.66	+1.88	+10.011%	20.66	0.00	18.78	18.50	20.66	18.49	46,864	9,607.23	收藏	股吧
sz002824	和胜股份	　20.66	+1.88	+10.011%	20.66	0.00	18.78	20.66	20.66	20.66	107	22.17	收藏	股吧
sz002751	易尚展示	　43.08	+3.92	+10.010%	43.08	0.00	39.16	38.80	43.08	38.41	53,905	22,489.52	收藏	股吧
sz300586	美联新材	　34.73	+3.16	+10.010%	34.73	0.00	31.57	34.73	34.73	34.73	885	307.52	收藏	股吧
sz002838	道恩股份	　47.16	+4.29	+10.007%	47.16	0.00	42.87	47.16	47.16	47.16	4,732	2,231.77	收藏	股吧
sz002840	华统股份	　16.71	+1.52	+10.007%	16.71	0.00	15.19	16.71	16.71	16.71	305	50.93	收藏	股吧
sh600692	亚通股份	　18.80	+1.71	+10.006%	18.80	0.00	17.09	16.76	18.80	16.76	240,535	43,467.12	收藏	股吧
sh603579	荣泰健康	　103.57	+9.42	+10.005%	103.57	0.00	94.15	103.57	103.57	103.57	1,541	1,595.82	收藏	股吧
sz002265	西仪股份	　31.12	+2.83	+10.004%	31.12	0.00	28.29	27.70	31.12	27.08	515,285	148,983.25	收藏	股吧
sh600599	熊猫金控	　36.29	+3.30	+10.003%	36.29	0.00	32.99	32.95	36.29	32.50	330,165	114,122.96	收藏	股吧
sz002836	新宏泽	　40.25	+3.66	+10.003%	40.25	0.00	36.59	40.25	40.25	40.25	901	362.65	收藏	股吧
sz300595	欧普康视	　37.72	+3.43	+10.003%	37.72	0.00	34.29	37.72	37.72	37.72	28	10.56	收藏	股吧
sh603444	吉比特	　201.70	+18.34	+10.002%	201.70	0.00	183.36	201.70	201.70	201.70	1,010	2,036.26	收藏	股吧
sh601137	博威合金	　15.18	+1.38	+10.000%	15.18	0.00	13.80	13.60	15.18	13.50	275,137	39,831.06	收藏	股吧
sz000798	中水渔业	　12.76	+1.16	+10.000%	12.76	0.00	11.60	11.50	12.76	11.50	173,773	21,333.97	收藏	股吧
sz002040	南 京 港	　19.58	+1.78	+10.000%	19.58	0.00	17.80	17.66	19.58	17.50	182,341	34,398.42	收藏	股吧
sz300584	海辰药业	　23.43	+2.13	+10.000%	23.43	0.00	21.30	23.43	23.43	23.43	31	7.26	收藏	股吧
sh603929	亚翔集成	　22.34	+2.03	+9.995%	22.34	0.00	20.31	22.34	22.34	22.34	1,752	391.50	收藏	股吧
sz002388	新亚制程	　16.62	+1.51	+9.993%	16.62	0.00	15.11	16.50	16.62	16.18	456,552	75,685.93	收藏	股吧
sz300311	任子行	　15.85	+1.44	+9.993%	15.85	0.00	14.41	15.85	15.85	15.49	292,709	46,305.00	收藏	股吧
sz300590	移为通信	　66.04	+6.00	+9.993%	66.04	0.00	60.04	66.04	66.04	66.04	412	272.08	收藏	股吧
sz300580	贝斯特	　22.24	+2.02	+9.990%	22.24	0.00	20.22	22.24	22.24	22.24	448	99.64	收藏	股吧
sh603038	华立股份	　40.52	+3.68	+9.989%	40.52	0.00	36.84	40.52	40.52	40.52	166	67.26	收藏	股吧
sh600303	曙光股份	　10.91	+0.99	+9.980%	10.91	0.00	9.92	10.91	10.91	10.91	43,333	4,727.64	收藏	股吧
