sh601375	N中原	　5.76	+1.76	+44.000%	5.76	0.00	4.00	4.80	5.76	4.80	1,830	105.24	收藏	股吧
sh603186	N华正	　7.73	+2.36	+43.948%	7.73	0.00	5.37	7.73	7.73	7.73	89	6.88	收藏	股吧
sh600249	两面针	　10.07	+0.92	+10.055%	10.07	0.00	9.15	9.40	10.07	9.26	884,961	85,685.06	收藏	股吧
sz002277	友阿股份	　15.80	+1.44	+10.028%	15.80	0.00	14.36	14.85	15.80	14.70	209,014	32,234.17	收藏	股吧
sz000547	航天发展	　16.90	+1.54	+10.026%	16.90	0.00	15.36	16.90	16.90	16.90	42,302	7,149.02	收藏	股吧
sz300576	容大感光	　28.00	+2.55	+10.020%	28.00	0.00	25.45	28.00	28.00	28.00	103	28.98	收藏	股吧
sh603239	浙江仙通	　34.60	+3.15	+10.016%	34.60	0.00	31.45	34.60	34.60	34.60	24	8.33	收藏	股吧
sz000922	佳电股份	　14.06	+1.28	+10.016%	14.06	0.00	12.78	12.80	14.06	12.61	843,529	115,166.59	收藏	股吧
sh603218	日月股份	　45.82	+4.17	+10.012%	45.82	0.00	41.65	45.82	45.82	45.82	842	385.67	收藏	股吧
sz300573	兴齐眼药	　37.58	+3.42	+10.012%	37.58	0.00	34.16	37.58	37.58	37.58	493	185.27	收藏	股吧
sz300582	英飞特	　28.46	+2.59	+10.012%	28.46	0.00	25.87	28.46	28.46	28.46	20	5.69	收藏	股吧
sz300577	开润股份	　60.45	+5.50	+10.009%	60.45	0.00	54.95	60.45	60.45	60.45	239	144.48	收藏	股吧
sh603298	杭叉集团	　26.71	+2.43	+10.008%	26.71	0.00	24.28	26.71	26.71	26.71	1,900	507.47	收藏	股吧
sz300402	宝色股份	　27.81	+2.53	+10.008%	27.81	0.00	25.28	24.31	27.81	24.31	133,169	35,583.96	收藏	股吧
sh600996	贵广网络	　20.67	+1.88	+10.005%	20.67	0.00	18.79	19.00	20.67	18.50	1,075,624	211,462.90	收藏	股吧
sz300571	平治信息	　65.86	+5.99	+10.005%	65.86	0.00	59.87	65.86	65.86	65.86	117	77.06	收藏	股吧
sh603416	信捷电气	　55.09	+5.01	+10.004%	55.09	0.00	50.08	55.09	55.09	55.09	1,814	999.10	收藏	股吧
sz300579	数字认证	　33.98	+3.09	+10.003%	33.98	0.00	30.89	33.98	33.98	33.98	53	18.01	收藏	股吧
sh603159	上海亚虹	　88.53	+8.05	+10.002%	88.53	0.00	80.48	80.78	88.53	78.50	61,935	52,825.54	收藏	股吧
sz300561	汇金科技	　128.90	+11.72	+10.002%	128.90	0.00	117.18	128.90	128.90	126.90	23,886	30,759.86	收藏	股吧
sz300581	晨曦航空	　82.27	+7.48	+10.001%	82.27	0.00	74.79	82.27	82.27	82.27	122	100.37	收藏	股吧
sh603779	威龙股份	　47.52	+4.32	+10.000%	47.52	0.00	43.20	43.20	47.52	42.03	124,698	57,364.29	收藏	股吧
sh603886	元祖股份	　19.47	+1.77	+10.000%	19.47	0.00	17.70	19.47	19.47	19.47	140	27.18	收藏	股吧
sz000045	深纺织Ａ	　15.40	+1.40	+10.000%	15.40	0.00	14.00	14.07	15.40	14.06	215,952	32,040.65	收藏	股吧
sz300304	云意电气	　50.49	+4.59	+10.000%	50.49	0.00	45.90	50.49	50.49	50.49	34,948	17,645.25	收藏	股吧
sh603389	亚振家居	　26.52	+2.41	+9.996%	26.52	0.00	24.11	25.06	26.52	24.50	168,270	43,466.71	收藏	股吧
sh603577	汇金通	　31.14	+2.83	+9.996%	31.14	0.00	28.31	31.14	31.14	31.14	566	176.23	收藏	股吧
sz002837	英维克	　31.36	+2.85	+9.996%	31.36	0.00	28.51	31.36	31.36	31.36	22	6.90	收藏	股吧
sz002835	同为股份	　23.66	+2.15	+9.995%	23.66	0.00	21.51	23.66	23.66	23.66	57	13.49	收藏	股吧
