sz300372	*欣泰	　5.03	+0.46	+10.066%	5.03	0.00	4.57	4.11	5.03	4.11	518,433	22,742.79	收藏	股吧
sh600097	开创国际	　18.11	+1.65	+10.024%	18.11	0.00	16.46	16.59	18.11	16.12	207,630	36,088.74	收藏	股吧
sz300099	尤洛卡	　9.99	+0.91	+10.022%	9.99	0.00	9.08	9.67	9.99	9.50	495,183	49,323.21	收藏	股吧
sh600662	强生控股	　12.19	+1.11	+10.018%	12.19	0.00	11.08	11.12	12.19	10.71	1,170,182	135,932.42	收藏	股吧
sh600626	申达股份	　12.63	+1.15	+10.017%	12.63	0.00	11.48	11.58	12.63	11.55	821,366	100,357.48	收藏	股吧
sz300523	辰安科技	　34.72	+3.16	+10.013%	34.72	0.00	31.56	34.72	34.72	34.72	14	4.86	收藏	股吧
sz002515	金字火腿	　10.55	+0.96	+10.010%	10.55	0.00	9.59	10.55	10.55	10.55	7,987	842.61	收藏	股吧
sz000711	京蓝科技	　24.40	+2.22	+10.009%	24.40	0.00	22.18	24.40	24.40	24.40	16,483	4,021.78	收藏	股吧
sz002349	精华制药	　25.72	+2.34	+10.009%	25.72	0.00	23.38	23.54	25.72	23.43	188,244	46,678.29	收藏	股吧
sh603069	海汽集团	　15.72	+1.43	+10.007%	15.72	0.00	14.29	15.72	15.72	15.72	3,517	552.82	收藏	股吧
sh603968	醋化股份	　28.92	+2.63	+10.004%	28.92	0.00	26.29	26.39	28.92	26.30	332,632	95,368.76	收藏	股吧
sz300521	爱司凯	　74.45	+6.77	+10.003%	74.45	0.00	67.68	74.45	74.45	74.45	2,038	1,517.29	收藏	股吧
sh600843	上工申贝	　16.17	+1.47	+10.000%	16.17	0.00	14.70	14.68	16.17	14.43	457,023	71,762.49	收藏	股吧
sz000721	西安饮食	　9.13	+0.83	+10.000%	9.12	9.13	8.30	8.29	9.13	8.10	1,038,358	89,277.98	收藏	股吧
sz002803	吉宏股份	　26.18	+2.38	+10.000%	26.18	0.00	23.80	26.18	26.18	26.18	641	167.82	收藏	股吧
sz300517	海波重科	　25.63	+2.33	+10.000%	25.63	0.00	23.30	25.63	25.63	25.63	100	25.50	收藏	股吧
sz300520	科大国创	　49.95	+4.54	+9.998%	49.95	0.00	45.41	49.95	49.95	49.95	206	103.14	收藏	股吧
sz300525	博思软件	　18.50	+1.68	+9.988%	18.50	0.00	16.82	18.50	18.50	18.50	20	3.70	收藏	股吧
sz002805	丰元股份	　31.72	+2.88	+9.986%	31.72	0.00	28.84	31.72	31.72	31.72	854	270.89	收藏	股吧
sh600079	人福医药	　19.73	+1.79	+9.978%	19.73	0.00	17.94	18.61	19.73	18.61	823,342	161,139.33	收藏	股吧
sh600751	天海投资	　7.39	+0.67	+9.970%	7.39	0.00	6.72	7.39	7.39	7.39	4,186	309.35	收藏	股吧
sz002806	华锋股份	　9.82	+0.89	+9.966%	9.82	0.00	8.93	9.82	9.82	9.82	31	3.04	收藏	股吧
sz002248	华东数控	　15.45	+1.23	+8.650%	15.45	15.46	14.22	14.25	15.64	13.65	788,791	114,476.89	收藏	股吧
sz300522	世名科技	　111.99	+8.50	+8.213%	111.95	111.99	103.49	104.00	113.55	100.16	98,673	104,963.68	收藏	股吧
sh600084	中葡股份	　10.06	+0.73	+7.824%	10.08	10.09	9.33	9.16	10.20	8.55	1,297,096	122,738.22	收藏	股吧
sh600389	江山股份	　16.05	+1.16	+7.790%	16.05	16.06	14.89	15.40	16.38	15.00	204,345	32,293.34	收藏	股吧
sh600320	振华重工	　5.28	+0.37	+7.536%	5.27	5.28	4.91	5.02	5.39	5.00	1,136,969	59,342.94	收藏	股吧
sh600129	太极集团	　21.31	+1.49	+7.518%	21.25	21.30	19.82	19.55	21.50	19.50	493,298	101,291.08	收藏	股吧
sz000021	深科技	　11.89	+0.79	+7.117%	11.88	11.89	11.10	11.30	12.21	11.30	1,439,981	172,089.00	收藏	股吧
