sh601881	N银河	　9.81	+3.00	+44.053%	9.81	0.00	6.81	8.17	9.81	8.17	4,606	450.02	收藏	股吧
sz300599	N雄塑	　10.14	+3.10	+44.034%	10.14	0.00	7.04	8.45	10.14	8.45	272	27.28	收藏	股吧
sz300597	N吉大	　7.96	+2.43	+43.942%	7.96	0.00	5.53	6.64	7.96	6.64	184	14.54	收藏	股吧
sz000656	金科股份	　5.36	+0.49	+10.062%	5.36	0.00	4.87	4.89	5.36	4.88	1,192,300	62,171.79	收藏	股吧
sz002843	泰嘉股份	　9.64	+0.88	+10.046%	9.64	0.00	8.76	9.64	9.64	9.64	70	6.77	收藏	股吧
sz002651	利君股份	　16.34	+1.49	+10.034%	16.34	0.00	14.85	14.50	16.34	14.22	896,015	139,501.49	收藏	股吧
sz300257	开山股份	　18.87	+1.72	+10.029%	18.87	0.00	17.15	17.18	18.87	17.13	92,059	16,773.61	收藏	股吧
sz300598	诚迈科技	　13.83	+1.26	+10.024%	13.83	0.00	12.57	13.83	13.83	13.83	20	2.77	收藏	股吧
sh603037	凯众股份	　25.36	+2.31	+10.022%	25.36	0.00	23.05	25.36	25.36	25.36	66	16.74	收藏	股吧
sh603638	艾迪精密	　10.43	+0.95	+10.021%	10.43	0.00	9.48	10.43	10.43	10.43	67	6.96	收藏	股吧
sz300591	万里马	　10.43	+0.95	+10.021%	10.43	0.00	9.48	10.43	10.43	10.43	1,864	194.40	收藏	股吧
sz300437	清水源	　22.62	+2.06	+10.019%	22.62	0.00	20.56	20.63	22.62	20.60	37,098	8,113.27	收藏	股吧
sz300584	海辰药业	　31.19	+2.84	+10.018%	31.19	0.00	28.35	31.19	31.19	31.19	283	88.27	收藏	股吧
sh603032	德新交运	　26.26	+2.39	+10.013%	26.26	0.00	23.87	26.26	26.26	26.26	1,773	465.68	收藏	股吧
sh600801	华新水泥	　8.90	+0.81	+10.012%	8.90	0.00	8.09	8.09	8.90	8.03	423,714	37,186.77	收藏	股吧
sh603337	杰克股份	　30.88	+2.81	+10.011%	30.88	0.00	28.07	30.88	30.88	30.88	268	82.86	收藏	股吧
sz002842	翔鹭钨业	　19.89	+1.81	+10.011%	19.89	0.00	18.08	19.89	19.89	19.89	44	8.76	收藏	股吧
sz300345	红宇新材	　11.10	+1.01	+10.010%	11.10	0.00	10.09	11.10	11.10	11.10	34,748	3,857.06	收藏	股吧
sz300395	菲利华	　22.75	+2.07	+10.010%	22.75	0.00	20.68	22.75	22.75	22.75	13,558	3,084.39	收藏	股吧
sh603039	泛微网络	　38.03	+3.46	+10.009%	38.03	0.00	34.57	38.03	38.03	38.03	260	98.88	收藏	股吧
sh603668	天马科技	　13.08	+1.19	+10.008%	13.08	0.00	11.89	13.08	13.08	13.08	458	59.92	收藏	股吧
sz300397	天和防务	　26.49	+2.41	+10.008%	26.49	0.00	24.08	26.00	26.49	25.40	56,157	14,814.98	收藏	股吧
sz002602	世纪华通	　33.53	+3.05	+10.007%	33.53	0.00	30.48	30.36	33.53	30.18	120,667	39,003.47	收藏	股吧
sz300589	江龙船艇	　16.16	+1.47	+10.007%	16.16	0.00	14.69	16.16	16.16	16.16	115	18.58	收藏	股吧
sz300596	利安隆	　19.68	+1.79	+10.006%	19.68	0.00	17.89	19.68	19.68	19.68	22	4.34	收藏	股吧
sz002151	北斗星通	　30.57	+2.78	+10.004%	30.57	0.00	27.79	28.67	30.57	28.10	91,299	27,566.82	收藏	股吧
sz300581	晨曦航空	　111.74	+10.16	+10.002%	111.74	0.00	101.58	104.01	111.74	102.49	31,346	34,349.94	收藏	股吧
sh603444	吉比特	　242.75	+22.07	+10.001%	242.75	0.00	220.68	223.86	242.75	222.01	26,501	61,777.32	收藏	股吧
sz300571	平治信息	　107.57	+9.78	+10.001%	107.57	0.00	97.79	99.90	107.57	99.08	13,989	14,383.83	收藏	股吧
sh603165	荣晟环保	　22.00	+2.00	+10.000%	22.00	0.00	20.00	22.00	22.00	22.00	558	122.76	收藏	股吧
sh603628	清源股份	　15.62	+1.42	+10.000%	15.62	0.00	14.20	15.62	15.62	15.62	1,765	275.71	收藏	股吧
sh603690	至纯科技	　4.40	+0.40	+10.000%	4.40	0.00	4.00	4.40	4.40	4.40	88	3.87	收藏	股吧
sz002330	得利斯	　13.42	+1.22	+10.000%	13.42	0.00	12.20	12.19	13.42	12.13	174,315	22,822.75	收藏	股吧
sz002377	国创高新	　11.77	+1.07	+10.000%	11.77	0.00	10.70	11.77	11.77	11.77	37,974	4,469.55	收藏	股吧
sz002703	浙江世宝	　36.63	+3.33	+10.000%	36.63	0.00	33.30	33.50	36.63	33.50	130,017	46,303.12	收藏	股吧
sz002748	世龙实业	　27.50	+2.50	+10.000%	27.50	0.00	25.00	27.50	27.50	26.25	288,921	79,029.18	收藏	股吧
sz002824	和胜股份	　27.50	+2.50	+10.000%	27.50	0.00	25.00	27.50	27.50	27.50	423	116.33	收藏	股吧
sz002841	视源股份	　33.22	+3.02	+10.000%	33.22	0.00	30.20	33.22	33.22	33.22	70	23.11	收藏	股吧
sz300557	理工光科	　73.70	+6.70	+10.000%	73.70	0.00	67.00	67.00	73.70	66.88	22,427	16,214.26	收藏	股吧
sz300592	华凯创意	　8.25	+0.75	+10.000%	8.25	0.00	7.50	8.25	8.25	8.25	48	3.97	收藏	股吧
sh603186	华正新材	　29.38	+2.67	+9.996%	29.38	0.00	26.71	29.38	29.38	27.81	245,201	70,836.51	收藏	股吧
sz000885	同力水泥	　26.30	+2.39	+9.996%	26.30	0.00	23.91	26.30	26.30	25.31	469,854	123,079.53	收藏	股吧
sz300209	天泽信息	　23.22	+2.11	+9.995%	23.22	0.00	21.11	21.88	23.22	21.83	127,530	28,834.88	收藏	股吧
sz300588	熙菱信息	　22.34	+2.03	+9.995%	22.34	0.00	20.31	22.34	22.34	22.34	322	71.96	收藏	股吧
sh603038	华立股份	　53.93	+4.90	+9.994%	53.93	0.00	49.03	53.93	53.93	53.93	886	477.82	收藏	股吧
sz300595	欧普康视	　50.20	+4.56	+9.991%	50.20	0.00	45.64	50.20	50.20	50.20	155	77.81	收藏	股吧
sz002840	华统股份	　22.24	+2.02	+9.990%	22.24	0.00	20.22	22.24	22.24	22.24	1,418	315.45	收藏	股吧
sz300160	秀强股份	　11.56	+1.05	+9.990%	11.56	0.00	10.51	10.55	11.56	10.55	101,057	11,624.88	收藏	股吧
sh603028	赛福天	　24.12	+2.19	+9.986%	24.12	0.00	21.93	21.91	24.12	21.91	50,693	12,144.87	收藏	股吧
sz000605	渤海股份	　21.15	+1.92	+9.984%	21.15	0.00	19.23	19.23	21.15	19.13	43,583	8,977.08	收藏	股吧
sh601858	中国科传	　13.11	+1.19	+9.983%	13.11	0.00	11.92	13.11	13.11	13.11	1,451	190.22	收藏	股吧
sz002297	博云新材	　12.12	+1.10	+9.982%	12.12	0.00	11.02	11.19	12.12	11.18	88,191	10,382.41	收藏	股吧
sz000803	金宇车城	　23.36	+2.12	+9.981%	23.36	0.00	21.24	23.36	23.36	22.98	41,951	9,796.57	收藏	股吧
sz300427	红相电力	　19.95	+1.81	+9.978%	19.95	0.00	18.14	18.14	19.95	18.12	62,743	12,143.44	收藏	股吧
sz002406	远东传动	　9.04	+0.82	+9.976%	9.04	0.00	8.22	8.24	9.04	8.24	184,617	16,231.15	收藏	股吧
sz300099	尤洛卡	　9.15	+0.83	+9.976%	9.15	0.00	8.32	9.15	9.15	9.15	48,637	4,450.33	收藏	股吧
sz300593	新雷能	　16.65	+1.51	+9.974%	16.65	0.00	15.14	16.65	16.65	16.65	171	28.50	收藏	股吧
sz002560	通达股份	　11.36	+1.03	+9.971%	11.36	0.00	10.33	11.36	11.36	11.36	62,876	7,142.70	收藏	股吧
sh601996	丰林集团	　10.48	+0.95	+9.969%	10.48	0.00	9.53	9.96	10.48	9.82	764,513	78,349.85	收藏	股吧
sh600202	哈空调	　12.25	+1.11	+9.964%	12.25	0.00	11.14	11.00	12.25	11.00	150,435	17,747.77	收藏	股吧
sz002528	英飞拓	　7.84	+0.71	+9.958%	7.84	0.00	7.13	7.84	7.84	7.84	73,150	5,734.99	收藏	股吧
sz002613	北玻股份	　7.74	+0.70	+9.943%	7.74	0.00	7.04	7.04	7.74	7.02	155,471	11,816.89	收藏	股吧
sh600139	西部资源	　10.40	+0.92	+9.705%	10.40	10.41	9.48	9.47	10.42	9.40	131,115	13,193.16	收藏	股吧
sz000407	胜利股份	　9.71	+0.84	+9.470%	9.71	9.72	8.87	8.87	9.76	8.87	526,249	50,618.24	收藏	股吧
sh600072	钢构工程	　19.99	+1.63	+8.878%	20.00	20.03	18.36	18.69	20.20	18.57	343,450	67,040.09	收藏	股吧
sz000878	云南铜业	　14.04	+1.08	+8.333%	14.03	14.04	12.96	13.01	14.26	13.01	790,047	109,546.10	收藏	股吧
sz002233	塔牌集团	　11.07	+0.85	+8.317%	11.07	11.08	10.22	10.25	11.24	10.25	582,921	64,137.75	收藏	股吧
sz300311	任子行	　20.70	+1.52	+7.925%	20.70	20.72	19.18	20.61	20.98	19.80	452,648	92,195.36	收藏	股吧
sz300590	移为通信	　66.47	+4.75	+7.696%	66.47	66.48	61.72	61.72	67.89	61.72	77,131	50,575.19	收藏	股吧
sz300210	森远股份	　19.94	+1.40	+7.551%	19.94	19.95	18.54	18.54	20.08	18.54	25,316	4,978.93	收藏	股吧
sz300567	精测电子	　86.23	+5.73	+7.118%	86.21	86.23	80.50	80.00	87.70	79.60	20,692	17,442.18	收藏	股吧
sz002401	中海科技	　17.10	+1.13	+7.076%	17.09	17.10	15.97	16.01	17.57	16.00	164,016	28,354.95	收藏	股吧
sz300101	振芯科技	　18.90	+1.24	+7.022%	18.90	18.91	17.66	18.25	19.43	18.25	167,776	31,842.94	收藏	股吧
sz002626	金达威	　14.03	+0.92	+7.018%	14.02	14.03	13.11	13.18	14.36	13.13	71,002	9,816.11	收藏	股吧
sz002059	云南旅游	　11.58	+0.73	+6.728%	11.57	11.58	10.85	10.88	11.94	10.85	157,175	18,080.97	收藏	股吧
sz000034	神州数码	　21.75	+1.37	+6.722%	21.74	21.75	20.38	20.48	22.30	20.30	51,260	10,913.35	收藏	股吧
sz002382	蓝帆医疗	　11.95	+0.75	+6.696%	11.95	11.96	11.20	11.20	12.01	11.18	44,177	5,161.24	收藏	股吧
sh603239	浙江仙通	　59.23	+3.68	+6.625%	59.18	59.19	55.55	55.80	60.00	55.01	47,777	27,704.08	收藏	股吧
sz002507	涪陵榨菜	　14.25	+0.87	+6.502%	14.25	14.26	13.38	13.93	14.71	13.84	116,796	16,649.41	收藏	股吧
sh600821	津劝业	　12.23	+0.74	+6.440%	12.21	12.23	11.49	11.48	12.28	11.48	97,008	11,566.05	收藏	股吧
