sz002816	N和科达	　11.94	+3.65	+44.029%	11.94	0.00	8.29	10.63	11.94	10.63	93	11.12	收藏	股吧
sz002817	N黄山	　19.99	+6.11	+44.020%	19.99	0.00	13.88	16.66	19.99	16.66	122	24.41	收藏	股吧
sh603667	N五洲	　12.67	+3.87	+43.977%	12.67	0.00	8.80	12.67	12.67	12.67	189	23.95	收藏	股吧
sz000780	平庄能源	　7.00	+0.64	+10.063%	7.00	0.00	6.36	6.60	7.00	6.47	1,306,300	88,615.74	收藏	股吧
sz002283	天润曲轴	　9.08	+0.83	+10.061%	9.08	0.00	8.25	8.24	9.08	8.23	460,554	39,918.08	收藏	股吧
sh600868	梅雁吉祥	　6.13	+0.56	+10.054%	6.13	0.00	5.57	5.60	6.13	5.58	2,471,478	147,612.97	收藏	股吧
sz002264	新 华 都	　10.18	+0.93	+10.054%	10.18	0.00	9.25	9.73	10.18	9.73	237,577	24,000.53	收藏	股吧
sh603859	能科股份	　13.15	+1.20	+10.042%	13.15	0.00	11.95	13.15	13.15	13.15	36	4.73	收藏	股吧
sz000688	建新矿业	　9.22	+0.84	+10.024%	9.22	0.00	8.38	8.55	9.22	8.55	245,266	21,874.60	收藏	股吧
sh600069	银鸽投资	　10.54	+0.96	+10.021%	10.54	0.00	9.58	9.50	10.54	9.43	597,983	60,299.29	收藏	股吧
sz002813	路畅科技	　23.39	+2.13	+10.019%	23.39	0.00	21.26	23.39	23.39	23.39	313	73.29	收藏	股吧
sh603843	正平股份	　19.88	+1.81	+10.017%	19.88	0.00	18.07	18.09	19.88	17.97	287,247	54,847.26	收藏	股吧
sz002702	海欣食品	　19.88	+1.81	+10.017%	19.88	0.00	18.07	18.16	19.88	18.00	400,428	77,531.86	收藏	股吧
sh603421	鼎信通讯	　45.83	+4.17	+10.010%	45.83	0.00	41.66	41.15	45.83	40.80	184,241	80,955.49	收藏	股吧
sz300555	路通视信	　35.72	+3.25	+10.009%	35.72	0.00	32.47	35.72	35.72	35.72	41	14.65	收藏	股吧
sh600714	金瑞矿业	　16.60	+1.51	+10.007%	16.60	0.00	15.09	16.36	16.60	16.36	53,384	8,831.31	收藏	股吧
sz000025	特 力Ａ	　72.12	+6.56	+10.006%	72.12	0.00	65.56	65.71	72.12	65.15	133,546	92,058.33	收藏	股吧
sz300548	博创科技	　39.91	+3.63	+10.006%	39.91	0.00	36.28	39.91	39.91	39.91	211	84.05	收藏	股吧
sz002786	银宝山新	　28.92	+2.63	+10.004%	28.92	0.00	26.29	25.95	28.92	25.79	391,957	110,873.04	收藏	股吧
sz300547	川环科技	　99.74	+9.07	+10.003%	99.74	0.00	90.67	95.00	99.74	94.15	31,290	30,308.08	收藏	股吧
